Cyclone_Frequency,Depth_m,ClimSST,Country_Name,Distance_to_Shore,Exposure,Turbidity,Bleaching_Level,Temperature_Maximum,SSTA,TSA,Percent_Bleaching,Percent_Cover
54.95,5.0,302.34,Philippines,30.22,Sheltered,0.1342,Population,305.83,1.13,0.76,0.0,30.0
54.95,5.0,302.34,Philippines,30.22,Sheltered,0.1342,Population,305.83,1.13,0.76,0.0,5.0
54.95,6.0,299.5,Philippines,30.22,Sheltered,0.1342,Population,305.83,0.58,-3.01,0.0,18.75
54.95,6.0,299.5,Philippines,30.22,Sheltered,0.1342,Population,305.83,0.58,-3.01,0.0,0.0
54.95,5.0,302.19,Philippines,289.78,Sheltered,0.1342,Population,305.83,-0.47,-1.95,0.0,26.88
54.95,5.0,302.19,Philippines,289.78,Sheltered,0.1342,Population,305.83,-0.47,-1.95,0.0,0.0
54.95,8.0,262.15,Philippines,122.35,Sheltered,0.0716,Population,305.81,0.89,-1.08,0.0,31.25
54.95,8.0,262.15,Philippines,122.35,Sheltered,0.0716,Population,305.81,0.89,-1.08,0.0,0.0
54.95,6.0,262.15,Philippines,134.22,Sheltered,0.0654,Population,305.81,-0.26,-1.73,0.0,70.0
54.95,6.0,262.15,Philippines,134.22,Sheltered,0.0654,Population,305.81,-0.26,-1.73,0.0,0.0
54.95,6.0,262.15,Philippines,71.92,Sheltered,0.0654,Population,305.81,-0.26,-1.73,0.0,70.0
54.95,6.0,262.15,Philippines,71.92,Sheltered,0.0654,Population,305.81,-0.26,-1.73,0.0,0.0
54.95,5.0,262.15,Philippines,71.92,Sheltered,0.0654,Population,305.81,-0.54,-0.63,0.0,82.5
54.95,5.0,262.15,Philippines,71.92,Sheltered,0.0654,Population,305.81,-0.54,-0.63,0.0,1.88
54.95,8.0,262.15,Philippines,71.92,Sheltered,0.0654,Population,305.81,-0.54,-0.63,0.0,61.88
54.95,8.0,262.15,Philippines,71.92,Sheltered,0.0654,Population,305.81,-0.54,-0.63,0.0,0.62
54.95,4.0,262.15,Philippines,71.92,Sheltered,0.0654,Population,305.81,0.65,-2.98,0.0,39.38
54.95,4.0,262.15,Philippines,71.92,Sheltered,0.0654,Population,305.81,0.65,-2.98,0.0,0.0
54.95,8.0,262.15,Philippines,71.92,Sheltered,0.0654,Population,305.81,1.46,-1.16,0.0,58.12
54.95,8.0,262.15,Philippines,71.92,Sheltered,0.0654,Population,305.81,1.46,-1.16,0.0,0.0
54.95,5.0,262.15,Philippines,11.73,Sheltered,0.0806,Population,305.81,0.65,-2.98,0.0,55.62
54.95,5.0,262.15,Philippines,11.73,Sheltered,0.0806,Population,305.81,0.65,-2.98,0.0,0.0
54.95,5.0,262.15,Philippines,31.07,Sheltered,0.0794,Population,305.81,0.56,-3.06,0.0,56.25
54.95,5.0,262.15,Philippines,31.07,Sheltered,0.0794,Population,305.81,0.56,-3.06,0.0,0.62
54.95,5.0,262.15,Philippines,31.07,Sheltered,0.0794,Population,305.81,0.91,-2.66,0.0,58.12
54.95,5.0,262.15,Philippines,31.07,Sheltered,0.0794,Population,305.81,0.91,-2.66,0.0,0.0
54.95,5.0,262.15,Philippines,31.07,Sheltered,0.0794,Population,305.81,0.65,-2.98,0.0,49.38
54.95,5.0,262.15,Philippines,31.07,Sheltered,0.0794,Population,305.81,0.65,-2.98,0.0,0.0
54.95,5.0,262.15,Philippines,31.07,Sheltered,0.0794,Population,305.81,0.93,0.57,0.0,55.62
54.95,5.0,262.15,Philippines,31.07,Sheltered,0.0794,Population,305.81,0.93,0.57,0.0,3.12
57.7,6.0,262.15,Philippines,307.44,Sheltered,0.0603,Population,306.36,0.95,-0.46,0.0,17.5
57.7,6.0,262.15,Philippines,307.44,Sheltered,0.0603,Population,306.36,0.95,-0.46,0.0,0.0
49.73,20.0,302.24,Philippines,708.86,Sheltered,0.0588,Population,305.92,1.9,1.9,0.0,15.62
49.73,20.0,302.24,Philippines,708.86,Sheltered,0.0588,Population,305.92,1.9,1.9,0.0,1.88
49.73,7.0,298.93,Philippines,503.37,Sheltered,0.0588,Population,305.92,1.0,-1.71,0.0,34.38
49.73,7.0,298.93,Philippines,503.37,Sheltered,0.0588,Population,305.92,1.0,-1.71,0.0,0.0
49.73,10.0,299.53,Philippines,503.37,Sheltered,0.0588,Population,305.92,0.74,-0.98,0.0,25.0
49.73,10.0,299.53,Philippines,503.37,Sheltered,0.0588,Population,305.92,0.74,-0.98,0.0,0.62
54.66,6.0,302.34,Philippines,257.76,Sheltered,0.064,Population,305.82,-1.5,-1.51,0.0,38.12
54.66,6.0,302.34,Philippines,257.76,Sheltered,0.064,Population,305.82,-1.5,-1.51,0.0,0.0
54.66,7.0,302.34,Philippines,257.76,Sheltered,0.064,Population,305.82,-1.5,-1.51,0.0,44.38
54.66,7.0,302.34,Philippines,257.76,Sheltered,0.064,Population,305.82,-1.5,-1.51,0.0,0.0
54.66,7.0,302.16,Philippines,347.14,Sheltered,0.0639,Population,305.35,1.78,1.78,0.0,25.0
54.66,7.0,302.16,Philippines,347.14,Sheltered,0.0639,Population,305.35,1.78,1.78,0.0,0.0
54.66,7.0,302.16,Philippines,84.34,Sheltered,0.0639,Population,305.35,1.78,1.78,0.0,54.38
54.66,7.0,302.16,Philippines,84.34,Sheltered,0.0639,Population,305.35,1.78,1.78,0.0,0.0
52.23,5.0,262.15,Philippines,62.09,Sheltered,0.0658,Population,305.78,0.58,0.19,0.0,70.0
52.23,5.0,262.15,Philippines,62.09,Sheltered,0.0658,Population,305.78,0.58,0.19,0.0,0.0
52.23,5.0,262.15,Philippines,57.05,Sheltered,0.0658,Population,305.78,0.58,0.19,0.0,56.88
52.23,5.0,262.15,Philippines,57.05,Sheltered,0.0658,Population,305.78,0.58,0.19,0.0,8.75
51.91,9.0,299.65,Philippines,1428.37,Exposed,0.0569,Population,305.6,0.67,-0.86,0.0,38.75
51.91,9.0,299.65,Philippines,1428.37,Exposed,0.0569,Population,305.6,0.67,-0.86,0.0,7.5
52.67,6.0,301.83,Philippines,273.09,Sometimes,0.0572,Population,305.6,-1.11,-3.76,0.0,13.75
52.67,6.0,301.83,Philippines,273.09,Sometimes,0.0572,Population,305.6,-1.11,-3.76,0.0,4.38
52.67,4.0,302.77,Philippines,121.0,Sometimes,0.0572,Population,305.6,0.53,-0.05,0.0,42.5
52.67,4.0,302.77,Philippines,121.0,Sometimes,0.0572,Population,305.6,0.53,-0.05,0.0,4.38
52.67,5.0,262.15,Philippines,989.79,Sheltered,0.0572,Population,305.55,1.33,-2.03,0.0,29.38
52.67,5.0,262.15,Philippines,989.79,Sheltered,0.0572,Population,305.55,1.33,-2.03,0.0,10.62
52.67,5.0,262.15,Philippines,1194.2,Sheltered,0.0572,Population,305.55,0.63,0.07,0.0,55.0
52.67,5.0,262.15,Philippines,1194.2,Sheltered,0.0572,Population,305.55,0.63,0.07,0.0,10.0
52.67,4.0,262.15,Philippines,313.32,Sheltered,0.0534,Population,305.55,0.63,0.07,0.0,37.5
52.67,4.0,262.15,Philippines,313.32,Sheltered,0.0534,Population,305.55,0.63,0.07,0.0,1.88
52.67,6.0,262.15,Philippines,817.96,Sheltered,0.0572,Population,305.55,-0.03,-1.85,0.0,53.75
52.67,6.0,262.15,Philippines,817.96,Sheltered,0.0572,Population,305.55,-0.03,-1.85,0.0,0.0
52.67,5.0,262.15,Philippines,421.13,Sometimes,0.0572,Population,305.55,0.97,-2.5,0.0,43.75
52.67,5.0,262.15,Philippines,421.13,Sometimes,0.0572,Population,305.55,0.97,-2.5,0.0,13.12
53.26,5.0,262.15,Philippines,177.41,Sometimes,0.0535,Population,305.46,-1.38,-2.62,0.0,41.25
53.26,5.0,262.15,Philippines,177.41,Sometimes,0.0535,Population,305.46,-1.38,-2.62,0.0,13.12
53.85,7.0,300.11,Philippines,74.85,Sometimes,0.053,Population,305.45,1.66,0.23,0.0,53.12
53.85,7.0,300.11,Philippines,74.85,Sometimes,0.053,Population,305.45,1.66,0.23,0.0,0.0
53.91,9.0,262.15,Philippines,34.14,Sometimes,0.0608,Population,305.34,-0.44,-3.69,0.0,30.62
53.91,9.0,262.15,Philippines,34.14,Sometimes,0.0608,Population,305.34,-0.44,-3.69,0.0,0.0
53.91,4.0,262.15,Philippines,53.28,Sheltered,0.0741,Population,305.34,-0.48,-4.02,0.0,25.62
53.91,4.0,262.15,Philippines,53.28,Sheltered,0.0741,Population,305.34,-0.48,-4.02,0.0,0.0
53.91,5.0,262.15,Philippines,72.7,Sheltered,0.0741,Population,305.34,-0.48,-4.02,0.0,16.25
53.91,5.0,262.15,Philippines,72.7,Sheltered,0.0741,Population,305.34,-0.48,-4.02,0.0,0.0
53.91,5.0,262.15,Philippines,226.21,Sometimes,0.0741,Population,305.34,0.15,-1.68,0.0,43.75
53.91,5.0,262.15,Philippines,226.21,Sometimes,0.0741,Population,305.34,0.15,-1.68,0.0,0.62
53.91,8.0,262.15,Philippines,172.24,Sheltered,0.0741,Population,305.34,-0.44,-3.69,0.0,26.88
53.91,8.0,262.15,Philippines,172.24,Sheltered,0.0741,Population,305.34,-0.44,-3.69,0.0,0.62
53.91,5.0,262.15,Philippines,116.88,Sheltered,0.0912,Population,305.34,-0.72,-3.98,0.0,40.62
53.91,5.0,262.15,Philippines,116.88,Sheltered,0.0912,Population,305.34,-0.72,-3.98,0.0,0.0
53.91,4.0,262.15,Philippines,17.4,Sheltered,0.0955,Population,305.34,-0.05,-2.88,0.0,62.5
53.91,4.0,262.15,Philippines,17.4,Sheltered,0.0955,Population,305.34,-0.05,-2.88,0.0,0.0
44.26,8.0,262.15,Philippines,518.24,Sheltered,0.0752,Population,306.5,-0.92,-2.94,0.0,51.25
44.26,8.0,262.15,Philippines,518.24,Sheltered,0.0752,Population,306.5,-0.92,-2.94,0.0,11.25
44.26,10.0,262.15,Philippines,648.65,Sheltered,0.0752,Population,306.5,0.21,-1.89,0.0,41.25
44.26,10.0,262.15,Philippines,648.65,Sheltered,0.0752,Population,306.5,0.21,-1.89,0.0,0.62
44.26,3.0,302.36,Philippines,202.2,Sheltered,0.0853,Population,307.07,-0.61,-2.46,0.0,28.12
44.26,3.0,302.36,Philippines,202.2,Sheltered,0.0853,Population,307.07,-0.61,-2.46,0.0,0.0
44.26,8.0,302.36,Philippines,202.2,Sheltered,0.0853,Population,307.07,-0.61,-2.46,0.0,58.12
44.26,8.0,302.36,Philippines,202.2,Sheltered,0.0853,Population,307.07,-0.61,-2.46,0.0,3.12
49.43,5.0,303.1,Thailand,9042.48,Sheltered,0.0557,Population,306.44,-0.35,-2.86,0.0,46.88
49.43,5.0,303.1,Thailand,9042.48,Sheltered,0.0557,Population,306.44,-0.35,-2.86,0.0,0.62
49.43,7.0,303.1,Thailand,9042.48,Sheltered,0.0557,Population,306.44,-0.35,-2.86,0.0,50.0
49.43,7.0,303.1,Thailand,9042.48,Sheltered,0.0557,Population,306.44,-0.35,-2.86,0.0,0.62
50.27,4.0,301.24,Thailand,182.74,Sheltered,0.0568,Population,306.79,-0.99,-2.55,0.0,52.5
50.27,4.0,301.24,Thailand,182.74,Sheltered,0.0568,Population,306.79,-0.99,-2.55,0.0,2.5
50.27,10.0,301.82,Thailand,182.74,Sheltered,0.0568,Population,306.79,-0.19,-3.2,0.0,66.88
50.27,10.0,301.82,Thailand,182.74,Sheltered,0.0568,Population,306.79,-0.19,-3.2,0.0,0.0
50.27,8.0,302.26,Thailand,182.74,Sheltered,0.0568,Population,306.79,0.82,0.38,0.0,77.5
50.27,8.0,302.26,Thailand,182.74,Sheltered,0.0568,Population,306.79,0.82,0.38,0.0,0.0
50.27,5.0,303.56,Thailand,182.74,Sheltered,0.0568,Population,306.79,-1.0,-2.24,0.0,45.0
50.27,5.0,303.56,Thailand,182.74,Sheltered,0.0568,Population,306.79,-1.0,-2.24,0.0,6.25
50.27,9.0,303.56,Thailand,182.74,Sheltered,0.0568,Population,306.79,-1.0,-2.24,0.0,84.38
50.27,9.0,303.56,Thailand,182.74,Sheltered,0.0568,Population,306.79,-1.0,-2.24,0.0,0.62
50.27,4.0,302.69,Thailand,182.74,Sheltered,0.0568,Population,306.79,0.17,-2.15,0.0,74.38
50.27,4.0,302.69,Thailand,182.74,Sheltered,0.0568,Population,306.79,0.17,-2.15,0.0,8.12
50.27,4.0,302.06,Thailand,182.74,Sheltered,0.0568,Population,306.79,0.54,-0.7,0.0,63.12
50.27,4.0,302.06,Thailand,182.74,Sheltered,0.0568,Population,306.79,0.54,-0.7,0.0,0.0
50.27,4.0,303.44,Thailand,182.74,Sheltered,0.0568,Population,306.79,-1.15,-1.28,0.0,65.62
50.27,4.0,303.44,Thailand,182.74,Sheltered,0.0568,Population,306.79,-1.15,-1.28,0.0,0.0
50.27,7.0,303.44,Thailand,182.74,Sheltered,0.0568,Population,306.79,-1.15,-1.28,0.0,80.0
50.27,7.0,303.44,Thailand,182.74,Sheltered,0.0568,Population,306.79,-1.15,-1.28,0.0,0.0
50.27,6.0,301.24,Thailand,182.74,Sheltered,0.0568,Population,306.79,1.39,-0.24,0.0,53.75
50.27,6.0,301.24,Thailand,182.74,Sheltered,0.0568,Population,306.79,1.39,-0.24,0.0,1.88
50.27,10.0,301.24,Thailand,182.74,Sheltered,0.0568,Population,306.79,1.39,-0.24,0.0,92.5
50.27,10.0,301.24,Thailand,182.74,Sheltered,0.0568,Population,306.79,1.39,-0.24,0.0,0.0
50.27,6.0,303.56,Thailand,182.74,Sheltered,0.0568,Population,306.79,0.15,-0.84,0.0,47.5
50.27,6.0,303.56,Thailand,182.74,Sheltered,0.0568,Population,306.79,0.15,-0.84,0.0,0.0
50.27,10.0,302.69,Thailand,182.74,Sheltered,0.0568,Population,306.79,0.17,-2.15,0.0,75.62
50.27,10.0,302.69,Thailand,182.74,Sheltered,0.0568,Population,306.79,0.17,-2.15,0.0,0.0
50.27,10.0,303.56,Thailand,182.74,Sheltered,0.0568,Population,306.79,1.57,0.53,0.0,92.5
50.27,10.0,303.56,Thailand,182.74,Sheltered,0.0568,Population,306.79,1.57,0.53,0.0,0.0
50.27,10.0,301.24,Thailand,182.74,Sheltered,0.0568,Population,306.79,-0.07,-1.68,0.0,81.25
50.27,10.0,301.24,Thailand,182.74,Sheltered,0.0568,Population,306.79,-0.07,-1.68,0.0,1.25
50.27,6.0,301.24,Thailand,182.74,Sheltered,0.0568,Population,306.79,-0.07,-1.68,0.0,85.0
50.27,6.0,301.24,Thailand,182.74,Sheltered,0.0568,Population,306.79,-0.07,-1.68,0.0,3.75
50.27,6.0,303.56,Thailand,182.74,Sheltered,0.0568,Population,306.79,1.57,0.53,0.0,64.38
50.27,6.0,303.56,Thailand,182.74,Sheltered,0.0568,Population,306.79,1.57,0.53,0.0,1.25
50.27,10.0,302.06,Thailand,182.74,Sheltered,0.0568,Population,306.79,-0.63,-1.95,0.0,90.0
50.27,10.0,302.06,Thailand,182.74,Sheltered,0.0568,Population,306.79,-0.63,-1.95,0.0,1.25
48.33,8.0,303.67,Thailand,801.08,Sheltered,0.1084,Population,307.7,0.47,0.42,0.0,43.75
48.33,8.0,303.67,Thailand,801.08,Sheltered,0.1084,Population,307.7,0.47,0.42,0.0,0.0
48.33,4.0,303.68,Thailand,286.3,Sheltered,0.1167,Population,307.94,0.37,0.33,0.0,72.5
48.33,4.0,303.68,Thailand,286.3,Sheltered,0.1167,Population,307.94,0.37,0.33,0.0,0.0
48.33,8.0,303.68,Thailand,286.3,Sheltered,0.1167,Population,307.94,0.37,0.33,0.0,39.38
48.33,8.0,303.68,Thailand,286.3,Sheltered,0.1167,Population,307.94,0.37,0.33,0.0,0.0
48.41,4.0,303.51,Thailand,535.69,Sheltered,0.0731,Population,306.92,-0.65,-0.69,0.0,55.0
48.41,4.0,303.51,Thailand,535.69,Sheltered,0.0731,Population,306.92,-0.65,-0.69,0.0,0.0
48.01,6.0,302.1,Thailand,54.12,Sheltered,0.0703,Population,305.49,-0.12,-1.37,0.0,53.75
48.01,6.0,302.1,Thailand,54.12,Sheltered,0.0703,Population,305.49,-0.12,-1.37,0.0,0.62
48.01,6.0,302.36,Thailand,54.12,Sheltered,0.0703,Population,305.49,0.33,-0.12,0.0,11.25
48.01,6.0,302.36,Thailand,54.12,Sheltered,0.0703,Population,305.49,0.33,-0.12,0.0,0.62
48.01,6.0,302.36,Thailand,54.12,Sheltered,0.0703,Population,305.49,0.68,0.25,0.0,16.25
48.01,6.0,302.36,Thailand,54.12,Sheltered,0.0703,Population,305.49,0.68,0.25,0.0,0.0
48.01,3.0,302.36,Thailand,54.12,Sheltered,0.0703,Population,305.49,0.33,-0.12,0.0,31.25
48.01,3.0,302.36,Thailand,54.12,Sheltered,0.0703,Population,305.49,0.33,-0.12,0.0,0.0
48.01,4.0,302.36,Thailand,54.12,Sheltered,0.0703,Population,305.49,-0.38,-0.91,0.0,51.88
48.01,4.0,302.36,Thailand,54.12,Sheltered,0.0703,Population,305.49,-0.38,-0.91,0.0,0.0
48.01,4.0,303.25,Thailand,54.12,Sheltered,0.0703,Population,305.49,0.56,-0.2,0.0,51.25
48.01,4.0,303.25,Thailand,54.12,Sheltered,0.0703,Population,305.49,0.56,-0.2,0.0,0.0
48.01,7.0,302.36,Thailand,54.12,Sheltered,0.0703,Population,305.49,-0.38,-0.91,0.0,13.12
48.01,7.0,302.36,Thailand,54.12,Sheltered,0.0703,Population,305.49,-0.38,-0.91,0.0,0.0
48.23,4.0,302.65,Thailand,694.54,Sheltered,0.0661,Population,306.61,-1.25,-1.85,0.0,36.25
48.23,4.0,302.65,Thailand,694.54,Sheltered,0.0661,Population,306.61,-1.25,-1.85,0.0,0.0
48.23,10.0,302.65,Thailand,694.54,Sheltered,0.0661,Population,306.61,-1.25,-1.85,0.0,51.25
48.23,10.0,302.65,Thailand,694.54,Sheltered,0.0661,Population,306.61,-1.25,-1.85,0.0,0.0
48.23,4.0,302.52,Thailand,21.34,Sheltered,0.0728,Population,306.0,1.14,0.59,0.0,27.5
48.23,4.0,302.52,Thailand,21.34,Sheltered,0.0728,Population,306.0,1.14,0.59,0.0,0.0
48.23,4.0,302.52,Thailand,21.34,Sheltered,0.0728,Population,306.0,-0.93,-1.58,0.0,19.38
48.23,4.0,302.52,Thailand,21.34,Sheltered,0.0728,Population,306.0,-0.93,-1.58,0.0,0.0
48.23,5.0,301.55,Thailand,65.4,Sheltered,0.0689,Population,306.92,0.23,-1.58,0.0,42.5
48.23,5.0,301.55,Thailand,65.4,Sheltered,0.0689,Population,306.92,0.23,-1.58,0.0,0.62
48.23,10.0,301.55,Thailand,65.4,Sheltered,0.0689,Population,306.92,0.23,-1.58,0.0,25.62
48.23,10.0,301.55,Thailand,65.4,Sheltered,0.0689,Population,306.92,0.23,-1.58,0.0,0.62
48.23,5.0,303.08,Thailand,65.4,Sheltered,0.0689,Population,306.92,-0.04,-1.5,0.0,43.75
48.23,5.0,303.08,Thailand,65.4,Sheltered,0.0689,Population,306.92,-0.04,-1.5,0.0,0.0
48.23,9.0,303.08,Thailand,65.4,Sheltered,0.0689,Population,306.92,-0.04,-1.5,0.0,21.25
48.23,9.0,303.08,Thailand,65.4,Sheltered,0.0689,Population,306.92,-0.04,-1.5,0.0,0.0
48.23,5.0,302.58,Thailand,7552.01,Sheltered,0.2568,Population,307.7,-1.1,-2.37,0.0,68.75
48.23,5.0,302.58,Thailand,7552.01,Sheltered,0.2568,Population,307.7,-1.1,-2.37,0.0,0.0
48.23,4.0,303.71,Thailand,66.83,Sheltered,0.0952,Population,306.24,1.4,0.81,0.0,30.62
48.23,4.0,303.71,Thailand,66.83,Sheltered,0.0952,Population,306.24,1.4,0.81,0.0,1.25
48.23,8.0,303.71,Thailand,66.83,Sheltered,0.0952,Population,306.24,1.4,0.81,0.0,32.5
48.23,8.0,303.71,Thailand,66.83,Sheltered,0.0952,Population,306.24,1.4,0.81,0.0,1.25
48.23,4.0,301.61,Thailand,2636.1,Sheltered,0.1107,Population,307.7,-0.1,-2.74,0.0,48.12
48.23,4.0,301.61,Thailand,2636.1,Sheltered,0.1107,Population,307.7,-0.1,-2.74,0.0,0.62
48.23,10.0,301.61,Thailand,2636.1,Sheltered,0.1107,Population,307.7,-0.1,-2.74,0.0,51.88
48.23,10.0,301.61,Thailand,2636.1,Sheltered,0.1107,Population,307.7,-0.1,-2.74,0.0,0.0
48.23,10.0,301.61,Thailand,4409.32,Sheltered,0.1831,Population,307.7,-0.1,-2.74,0.0,38.75
48.23,10.0,301.61,Thailand,4409.32,Sheltered,0.1831,Population,307.7,-0.1,-2.74,0.0,0.0
48.23,4.0,302.01,Thailand,4409.32,Sheltered,0.1831,Population,307.7,-0.99,-3.59,0.0,41.25
48.23,4.0,302.01,Thailand,4409.32,Sheltered,0.1831,Population,307.7,-0.99,-3.59,0.0,0.0
48.23,4.0,302.59,Thailand,3480.94,Sheltered,0.1831,Population,307.7,1.13,-0.14,0.0,62.5
48.23,4.0,302.59,Thailand,3480.94,Sheltered,0.1831,Population,307.7,1.13,-0.14,0.0,0.62
47.83,4.0,262.15,Thailand,101.35,Sometimes,0.0812,Population,306.17,-0.64,-1.62,0.0,9.38
47.83,4.0,262.15,Thailand,101.35,Sometimes,0.0812,Population,306.17,-0.64,-1.62,0.0,12.5
47.83,6.0,262.15,Thailand,101.35,Sometimes,0.0812,Population,306.17,0.13,-1.39,0.0,26.88
47.83,6.0,262.15,Thailand,101.35,Sometimes,0.0812,Population,306.17,0.13,-1.39,0.0,3.75
47.83,2.0,262.15,Thailand,101.35,Sometimes,0.0812,Population,306.17,0.26,-0.23,0.0,18.12
47.83,2.0,262.15,Thailand,101.35,Sometimes,0.0812,Population,306.17,0.26,-0.23,0.0,11.88
47.83,3.0,262.15,Thailand,101.35,Sometimes,0.0812,Population,306.17,0.88,-0.76,0.0,25.0
47.83,3.0,262.15,Thailand,101.35,Sometimes,0.0812,Population,306.17,0.88,-0.76,0.0,2.5
47.84,4.0,301.64,Thailand,138.12,Sheltered,0.1664,Population,306.45,-0.11,-1.78,0.0,10.0
47.84,4.0,301.64,Thailand,138.12,Sheltered,0.1664,Population,306.45,-0.11,-1.78,0.0,0.0
47.84,4.0,301.88,Thailand,138.12,Sheltered,0.1664,Population,306.45,-0.29,-2.1,0.0,23.75
47.84,4.0,301.88,Thailand,138.12,Sheltered,0.1664,Population,306.45,-0.29,-2.1,0.0,0.0
47.84,3.0,302.94,Thailand,138.12,Sheltered,0.1664,Population,306.45,-0.04,-1.4,0.0,43.12
47.84,3.0,302.94,Thailand,138.12,Sheltered,0.1664,Population,306.45,-0.04,-1.4,0.0,4.38
47.84,4.0,301.79,Thailand,138.12,Sheltered,0.1664,Population,306.45,0.93,-0.85,0.0,19.38
47.84,4.0,301.79,Thailand,138.12,Sheltered,0.1664,Population,306.45,0.93,-0.85,0.0,3.12
47.84,7.0,303.22,Thailand,45.02,Sometimes,0.1664,Population,306.45,-0.25,-0.26,0.0,13.75
47.84,7.0,303.22,Thailand,45.02,Sometimes,0.1664,Population,306.45,-0.25,-0.26,0.0,5.0
47.84,4.0,301.89,Thailand,103.13,Sheltered,0.1868,Population,305.99,-0.48,-2.52,0.0,51.88
47.84,4.0,301.89,Thailand,103.13,Sheltered,0.1868,Population,305.99,-0.48,-2.52,0.0,0.0
47.84,4.0,302.95,Thailand,103.13,Sheltered,0.1868,Population,305.99,0.01,-1.63,0.0,49.38
47.84,4.0,302.95,Thailand,103.13,Sheltered,0.1868,Population,305.99,0.01,-1.63,0.0,2.5
47.84,4.0,303.62,Thailand,103.13,Sheltered,0.1868,Population,305.99,0.92,0.53,0.0,45.62
47.84,4.0,303.62,Thailand,103.13,Sheltered,0.1868,Population,305.99,0.92,0.53,0.0,5.0
47.84,4.0,303.62,Thailand,103.13,Sheltered,0.1868,Population,305.99,0.92,0.53,0.0,61.88
47.84,4.0,303.62,Thailand,103.13,Sheltered,0.1868,Population,305.99,0.92,0.53,0.0,0.62
47.84,3.0,303.29,Thailand,62.07,Sheltered,0.1868,Population,305.99,0.37,-0.8,0.0,36.25
47.84,3.0,303.29,Thailand,62.07,Sheltered,0.1868,Population,305.99,0.37,-0.8,0.0,0.0
47.45,8.0,303.05,Thailand,146.61,Sheltered,0.0513,Population,305.97,0.29,-0.63,0.0,71.25
47.45,8.0,303.05,Thailand,146.61,Sheltered,0.0513,Population,305.97,0.29,-0.63,0.0,0.0
47.45,8.0,302.95,Thailand,48.34,Sheltered,0.0517,Population,305.63,0.34,-0.62,0.0,44.38
47.45,8.0,302.95,Thailand,48.34,Sheltered,0.0517,Population,305.63,0.34,-0.62,0.0,0.0
47.45,4.0,302.95,Thailand,1810.49,Sheltered,0.0517,Population,305.63,0.34,-0.62,0.0,63.12
47.45,4.0,302.95,Thailand,1810.49,Sheltered,0.0517,Population,305.63,0.34,-0.62,0.0,0.0
47.45,4.0,302.97,Thailand,146.12,Sheltered,0.0517,Population,306.26,0.52,-0.44,0.0,47.5
47.45,4.0,302.97,Thailand,146.12,Sheltered,0.0517,Population,306.26,0.52,-0.44,0.0,0.0
47.45,6.0,302.92,Thailand,165.96,Sheltered,0.0519,Population,305.73,0.47,-0.56,0.0,76.88
47.45,6.0,302.92,Thailand,165.96,Sheltered,0.0519,Population,305.73,0.47,-0.56,0.0,0.0
47.45,4.0,302.97,Thailand,216.99,Sheltered,0.051,Population,306.26,0.52,-0.44,0.0,46.25
47.45,4.0,302.97,Thailand,216.99,Sheltered,0.051,Population,306.26,0.52,-0.44,0.0,0.0
48.01,3.0,303.17,Thailand,47.29,Sheltered,0.2162,Population,305.95,0.42,-1.25,0.0,44.38
48.01,3.0,303.17,Thailand,47.29,Sheltered,0.2162,Population,305.95,0.42,-1.25,0.0,0.62
48.01,4.0,301.35,Thailand,47.29,Sheltered,0.2162,Population,305.95,-0.94,-3.08,0.0,38.75
48.01,4.0,301.35,Thailand,47.29,Sheltered,0.2162,Population,305.95,-0.94,-3.08,0.0,23.12
48.01,2.0,302.52,Thailand,47.29,Sheltered,0.2162,Population,305.95,-0.27,-2.39,0.0,41.88
48.01,2.0,302.52,Thailand,47.29,Sheltered,0.2162,Population,305.95,-0.27,-2.39,0.0,0.62
48.01,4.0,301.58,Thailand,47.29,Sheltered,0.2162,Population,305.95,0.78,-1.53,0.0,25.0
48.01,4.0,301.58,Thailand,47.29,Sheltered,0.2162,Population,305.95,0.78,-1.53,0.0,4.38
47.84,2.0,303.68,Thailand,81.62,Sheltered,0.1417,Population,305.95,0.88,0.48,0.0,28.75
47.84,2.0,303.68,Thailand,81.62,Sheltered,0.1417,Population,305.95,0.88,0.48,0.0,0.62
47.84,1.0,302.52,Thailand,81.62,Sheltered,0.1417,Population,305.95,-0.27,-2.39,0.0,22.5
47.84,1.0,302.52,Thailand,81.62,Sheltered,0.1417,Population,305.95,-0.27,-2.39,0.0,0.0
48.01,4.0,303.4,Thailand,73.16,Sheltered,0.139,Population,305.86,1.11,0.0,0.0,26.88
48.01,4.0,303.4,Thailand,73.16,Sheltered,0.139,Population,305.86,1.11,0.0,0.0,0.0
48.01,3.0,303.38,Thailand,51.87,Sheltered,0.1529,Population,305.7,0.89,-0.28,0.0,50.62
48.01,3.0,303.38,Thailand,51.87,Sheltered,0.1529,Population,305.7,0.89,-0.28,0.0,0.0
48.01,4.0,262.15,Thailand,65.14,Sheltered,0.2356,Population,306.21,0.7,-0.67,0.0,60.62
48.01,4.0,262.15,Thailand,65.14,Sheltered,0.2356,Population,306.21,0.7,-0.67,0.0,0.0
49.67,8.0,303.47,Thailand,17319.05,Exposed,0.07,Population,306.36,-0.71,-0.87,0.0,18.12
49.67,8.0,303.47,Thailand,17319.05,Exposed,0.07,Population,306.36,-0.71,-0.87,0.0,0.0
49.94,8.0,302.12,Thailand,91.03,Sheltered,0.0598,Population,306.92,-0.41,-3.2,0.0,16.88
